,Accession Number,Central Index Key (CIK),Name,Standard Industrial Classification (SIC),Country,State,City,Zip Code,Address,Address (Cont.),Phone Number,Filer Status,Well Known Seasoned Issuer,Fiscal Year End Date,Form,Balance Sheet Date,Fiscal Year Focus,Fiscal Period Focus,Date of Filing,Previous Report,Detail,Public Float,Date of Public Float,Gross Profit,Accrual for Environmental Loss Contingencies,Environmental Remediation Expenses,Charitable Contributions,Amount Committed for Funding Social and Infrastructure Improvement Projects
2600,0000883569-24-000078,883569,"FOSSIL GROUP, INC.",3873.0,US,TX,RICHARDSON,75080,901 S CENTRAL EXPRESSWAY,,9722342525,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,4847604000.0,,,,
2608,0000899715-24-000145,899715,TANGER INC.,6798.0,US,NC,GREENSBORO,27408,3200 NORTHLINE AVENUE SUITE 360,,3362923010,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2611,0000907254-24-000100,907254,"SAUL CENTERS, INC.",6798.0,US,MD,BETHESDA,20814,7501 WISCONSIN AVENUE,SUITE 1500,301-986-7737,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,2635234000.0,,,,
2612,0000908255-24-000046,908255,BORGWARNER INC,3714.0,US,MI,AUBURN HILLS,48326,3850 HAMLIN RD.,,2487549200,1-LAF,0,1231.0,8-K,10312024,,,11072024,0,0,,,27318000000.0,46000000.0,,,
2626,0000927653-24-000125,927653,MCKESSON CORP,5122.0,US,TX,IRVING,75039,6555 STATE HIGHWAY 161,,972-446-4800,1-LAF,0,331.0,10-Q,09302024,2025.0,Q2,11072024,0,1,,,88159000000.0,58000000.0,,,
2631,0000935036-24-000038,935036,"ACI WORLDWIDE, INC.",7372.0,US,NE,ELKHORN,68022,6060 COVENTRY DRIVE,,239-403-4600,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2642,0000950170-24-122518,1484612,"OUTSET MEDICAL, INC.",3845.0,US,CA,SAN JOSE,95134,3052 ORCHARD DRIVE,,669-231-8200,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,184779000.0,,,,
2645,0000950170-24-122588,1383082,INVESCO DB AGRICULTURE FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2646,0000950170-24-122589,1383062,INVESCO DB ENERGY FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2647,0000950170-24-122590,1383058,INVESCO DB OIL FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2648,0000950170-24-122591,1383084,INVESCO DB BASE METALS FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2649,0000950170-24-122592,1328237,INVESCO DB COMMODITY INDEX TRACKING FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2650,0000950170-24-122596,1353611,INVESCO CURRENCYSHARES BRITISH POUND STERLING TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2651,0000950170-24-122597,1328598,INVESCO CURRENCYSHARES EURO TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2652,0000950170-24-122598,1383057,INVESCO DB PRECIOUS METALS FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2653,0000950170-24-122599,1353613,INVESCO CURRENCYSHARES JAPANESE YEN TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2654,0000950170-24-122600,1383149,INVESCO DB US DOLLAR INDEX BEARISH FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2655,0000950170-24-122604,1855781,INVESCO GALAXY BITCOIN ETF,6221.0,US,NY,NEW YORK,10013,"107 GRAND STREET, 8TH FLOOR",,212-390-9216,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2656,0000950170-24-122605,1353615,INVESCO CURRENCYSHARES SWISS FRANC TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2657,0000950170-24-122607,1353612,INVESCO CURRENCYSHARES CANADIAN DOLLAR TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2658,0000950170-24-122608,1519751,"FORTUNE BRANDS INNOVATIONS, INC.",2430.0,US,IL,DEERFIELD,60015,520 LAKE COOK ROAD,,847-484-4400,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2659,0000950170-24-122609,1383151,INVESCO DB US DOLLAR INDEX BULLISH FUND,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2660,0000950170-24-122612,1995569,INVESCO GALAXY ETHEREUM ETF,6221.0,US,IL,DOWNERS GROVE,60515,3500 LACEY ROAD,SUITE 700,800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2661,0000950170-24-122614,1353614,INVESCO CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,6221.0,US,IL,DOWNERS GROVE,60515,C/O INVESCO SPECIALIZED PRODUCTS,"3500 LACEY ROAD, SUITE 700",800-983-0903,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2662,0000950170-24-122681,1726548,BC PARTNERS LENDING CORP,,US,NY,NEW YORK,10022,650 MADISON AVENUE,,212-891-2880,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2663,0000950170-24-122684,1789029,"AEVA TECHNOLOGIES, INC.",3714.0,US,CA,MOUNTAIN VIEW,94043,555 ELLIS STREET,,6504817070,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,-28198000.0,,,,
2681,0000950170-24-122768,1856031,VIVID SEATS INC.,7990.0,US,IL,CHICAGO,60602,24 E. WASHINGTON STREET,STE. 900,312-291-9966,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2686,0000950170-24-122776,1584549,"VILLAGE FARMS INTERNATIONAL, INC.",100.0,US,FL,LAKE MARY,32746,90 COLONIAL CENTER PKWY,,4079361190,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,327654000.0,,,,
2701,0000950170-24-122793,2022626,"UPSTREAM BIO, INC.",2834.0,US,MA,WALTHAM,02451,"890 WINTER STREET, SUITE 200",,781-208-2466,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2702,0000950170-24-122795,1789972,"CULLINAN THERAPEUTICS, INC.",2836.0,US,MA,CAMBRIDGE,02142,ONE MAIN STREET,SUITE 1350,617-410-4650,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2705,0000950170-24-122801,2012593,"RAPPORT THERAPEUTICS, INC.",2834.0,US,MA,BOSTON,02215,1325 BOYLSTON STREET,SUITE 401,857-321-8020,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2707,0000950170-24-122803,1579733,"VITAL FARMS, INC.",2000.0,US,TX,AUSTIN,78704,3601 SOUTH CONGRESS AVENUE,SUITE C100,(877) 455-3063,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,1126077000.0,,,,
2716,0000950170-24-122817,1699382,"PMV PHARMACEUTICALS, INC.",2834.0,US,NJ,PRINCETON,08540,ONE RESEARCH WAY,,(609) 642-6664,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2724,0000950170-24-122826,1923840,"THIRD HARMONIC BIO, INC.",2834.0,US,CA,SAN FRANCISCO,94111,1700 MONTGOMERY STREET,SUITE 210,2097272457,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
2733,0000950170-24-122840,1776111,"MBX BIOSCIENCES, INC.",2834.0,US,IN,CARMEL,46032,12406 HORESHAM STREET,,3179893100,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2741,0000950170-24-122936,75677,PACKAGING CORP OF AMERICA,2650.0,US,IL,LAKE FOREST,60045,1 NORTH FIELD CT,,8474823000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,12551000000.0,,,,
2744,0000950170-24-122969,1130464,BLACK HILLS CORP /SD/,4911.0,US,SD,RAPID CITY,57709,7001 MT RUSHMORE RD,PO BOX 1400,6057212343,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2755,0000950170-24-123155,750558,QNB CORP,6022.0,US,PA,QUAKERTOWN,18951-9005,15 NORTH THIRD STREET,,2155385600,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2757,0000950170-24-123213,1142417,"NEXSTAR MEDIA GROUP, INC.",4833.0,US,TX,IRVING,75062,545 EAST JOHN CARPENTER FREEWAY,SUITE 700,972-373-8800,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2763,0000950170-24-123236,849145,HERITAGE GLOBAL INC.,7389.0,US,CA,SAN DIEGO,92130,12625 HIGH BLUFF DRIVE,SUITE 305,858-847-0655,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,102813000.0,,,,
2765,0000950170-24-123239,1831828,"VERA THERAPEUTICS, INC.",2834.0,US,CA,BRISBANE,94005,"2000 SIERRA POINT PARKWAY, SUITE 1200",,650-770-0077,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2766,0000950170-24-123240,1643615,"MONTROSE ENVIRONMENTAL GROUP, INC.",8742.0,US,CA,IRVINE,92614,"4 PARK PLAZA, SUITE 790",,(949) 988-3500,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2768,0000950170-24-123243,1683606,CARS.COM INC.,7374.0,US,IL,CHICAGO,60606,300 S. RIVERSIDE PLAZA,SUITE 1000,312-601-5000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2771,0000950170-24-123246,910406,HAIN CELESTIAL GROUP INC,2000.0,US,NJ,HOBOKEN,07030,"221 RIVER STREET, 12TH FLOOR",,5165875000,1-LAF,0,630.0,10-Q,09302024,2024.0,Q1,11072024,0,1,,,2733312000.0,,,,
2781,0000950170-24-123259,39899,TEGNA INC,4833.0,US,VA,TYSONS,22102-5151,8350 BROAD STREET,SUITE 2000,7038736600,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2789,0000950170-24-123272,1823794,ARKO CORP.,5412.0,US,VA,RICHMOND,23227,8565 MAGELLAN PKWY,SUITE 400,804-730-1568,1-LAF,0,1231.0,8-K,10312024,,,11072024,0,0,,,,102200000.0,,,
2795,0000950170-24-123278,1109116,ENTRAVISION COMMUNICATIONS CORP,4833.0,US,CA,SANTA MONICA,90404,2425 OLYMPIC BLVD,STE 6000 WEST,3104473870,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2799,0000950170-24-123282,886744,GERON CORP,2834.0,US,CA,FOSTER CITY,94404,919 EAST HILLSDALE BOULEVARD,SUITE 250,6504737700,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2801,0000950170-24-123284,95552,SUPERIOR INDUSTRIES INTERNATIONAL INC,3714.0,US,MI,SOUTHFIELD,48033,26600 TELEGRAPH ROAD,,248-352-7300,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,775112000.0,,,,
2809,0000950170-24-123298,1109354,BRUKER CORP,3826.0,US,MA,BILLERICA,01821,40 MANNING RD,,978663-3660,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,9944600000.0,,,,
2810,0000950170-24-123299,709337,FARMERS NATIONAL BANC CORP /OH/,6022.0,US,OH,CANFIELD,44406,20 S BROAD STREET,P O BOX 555,3305333341,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2816,0000950170-24-123314,1501989,"CYTOMX THERAPEUTICS, INC.",2834.0,US,CA,SOUTH SAN FRANCISCO,94080,151 OYSTER POINT BLVD.,SUITE 400,650.515.3185,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
2823,0000950170-24-123326,1762303,"AVITA MEDICAL, INC.",3841.0,US,CA,VALENCIA,91355,28159 AVENUE STANFORD,SUITE 220,661-568-1317,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,249799000.0,,,,
2828,0000950170-24-123332,1068851,PROSPERITY BANCSHARES INC,6022.0,US,TX,HOUSTON,77027,4295 SAN FELIPE,,7136939300,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2834,0000950170-24-123339,1866692,"AMPLITUDE, INC.",7372.0,US,CA,SAN FRANCISCO,94103,"201 THIRD STREET, SUITE 200",,510 473-5668,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,1323402000.0,,,,
2838,0000950170-24-123346,1863127,"TYRA BIOSCIENCES, INC.",2834.0,US,CA,CARLSBAD,92008,2656 STATE STREET,,(619) 728-4760,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2840,0000950170-24-123349,1807120,"DESIGN THERAPEUTICS, INC.",2834.0,US,CA,CARLSBAD,92011,6005 HIDDEN VALLEY ROAD,SUITE 110,858-293-4900,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2841,0000950170-24-123350,1403708,EVOKE PHARMA INC,2834.0,US,CA,SOLANA BEACH,92075,420 STEVENS AVENUE,SUITE 230,858-345-1494,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
2851,0000950170-24-123368,1111485,"RXSIGHT, INC.",3851.0,US,CA,ALISO VIEJO,92656,100 COLUMBIA STREET,SUITE 120,949-521-7822,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,354941000.0,,,,
2854,0000950170-24-123371,1494259,"CARGURUS, INC.",7374.0,US,MA,BOSTON,02115,1001 BOYLSTON STREET,16TH FLOOR,617 354 0068,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,4689641000.0,,,,
2855,0000950170-24-123372,1620463,"ATHIRA PHARMA, INC.",2836.0,US,WA,BOTHELL,98011,"18706 NORTH CREEK PARKWAY, SUITE 104",,(425) 620-8501,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2858,0000950170-24-123377,1308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.",4213.0,US,MI,WARREN,48089,12755 EAST NINE MILE ROAD,,(586) 920-0100,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2859,0000950170-24-123378,1822250,CONTEXTLOGIC INC.,5961.0,US,CA,OAKLAND,94601,"2648 INTERNATIONAL BLVD., SUITE 115",,415-432-7323,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,382000000.0,,,,
2863,0000950170-24-123385,1861795,DEFINITIVE HEALTHCARE CORP.,7372.0,US,MA,FRAMINGHAM,01701,"492 OLD CONNECTICUT PATH, SUITE 401",,508-720-4224,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,1308108000.0,,,,
2866,0000950170-24-123395,1787400,"NKARTA, INC.",2834.0,US,CA,SOUTH SAN FRANCISCO,94080,1150 VETERANS BOULEVARD,,(925) 407-1049,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2867,0000950170-24-123396,814585,MBIA INC,6351.0,US,NY,PURCHASE,10577,1 MANHATTANVILLE ROAD,SUITE 301,914-273-4545,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2868,0000950170-24-123398,1598428,METALLUS INC.,3312.0,US,OH,CANTON,44706-0928,1835 DUEBER AVENUE SW,,330-471-7000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,1165800000.0,,,,
2878,0000950170-24-123423,1478320,ADAPTIVE BIOTECHNOLOGIES CORP,2836.0,US,WA,SEATTLE,98109,1165 EASTLAKE AVE E,,206-659-0067,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2879,0000950170-24-123424,1788999,XPERI INC.,7372.0,US,CA,SAN JOSE,95002,2190 GOLD STREET,,4085199100,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2888,0000950170-24-123445,1709941,"BIOAGE LABS, INC.",2834.0,US,CA,RICHMOND,94804,1445A SOUTH 50TH STREET,,510-806-1445,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2896,0000950170-24-123472,811240,"BIOLASE, INC",3843.0,US,CA,FOOTHILL RANCH,92610,27042 TOWNE CENTRE DRIVE,SUITE 270,949-361-1200,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,117619000.0,,,,
2897,0000950170-24-123473,1786108,TRINITY CAPITAL INC.,,US,AZ,PHOENIX,85004,1 N. 1ST ST.,3RD FLOOR,480.374.5350,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
2898,0000950170-24-123485,1851194,"VENTYX BIOSCIENCES, INC.",2834.0,US,CA,SAN DIEGO,92130,"12790 EL CAMINO REAL, SUITE 200",,(858) 945-2393,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2900,0000950170-24-123493,1493761,TURTLE BEACH CORP,3669.0,US,NY,WHITE PLAINS,10601,44 SOUTH BROADWAY,4TH FLOOR,888-496-8001,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,682024000.0,,,,
2910,0000950170-24-123526,1803901,"TALKSPACE, INC.",8000.0,US,NY,NEW YORK,10017,622 THIRD AVENUE,,(212) 284-7206,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,514156000.0,,,,
2911,0000950170-24-123531,1888447,"EXCELERATE ENERGY, INC.",4924.0,US,TX,THE WOODLANDS,77381,2445 TECHNOLOGY FOREST BLVD.,LEVEL 6,8328137100,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2912,0000950170-24-123534,1320350,"LENSAR, INC.",3841.0,US,FL,ORLANDO,32826,2800 DISCOVERY DRIVE,SUITE 100,888-536-7271,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2922,0001013934-24-000027,1013934,"STRATEGIC EDUCATION, INC.",8200.0,US,VA,HERNDON,20171,2303 DULLES STATION BOULEVARD,,703-561-1600,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2924,0001020710-24-000097,1020710,DXP ENTERPRISES INC,5084.0,US,TX,HOUSTON,77040,5301 HOLLISTER STREET,,7139964700,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,4935363000.0,,,,
2933,0001037038-24-000029,1037038,RALPH LAUREN CORP,2320.0,US,NY,NEW YORK,10022,650 MADISON AVENUE,,2123187000,1-LAF,0,331.0,10-Q,09302024,2025.0,Q2,11072024,0,1,,,30472300000.0,,,,
2936,0001041061-24-000039,1041061,YUM BRANDS INC,5812.0,US,KY,LOUISVILLE,40213,1441 GARDINER LANE,,5028748300,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2940,0001050441-24-000152,1050441,EAGLE BANCORP INC,6022.0,US,MD,BETHESDA,20814,7830 OLD GEORGETOWN ROAD,3RD FLOOR,240-497-2075,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2941,0001050797-24-000146,1050797,COLUMBIA SPORTSWEAR CO,2300.0,US,OR,PORTLAND,97229,14375 NW SCIENCE PARK DRIVE,,503 985 4000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,11078546000.0,,,,
2944,0001068148-24-000014,1068148,PARK OHIO INDUSTRIES INC/OH,3460.0,US,OH,CLEVELAND,44124,6065 PARKLAND BLVD.,,4409472210,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
2947,0001069258-24-000061,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760.0,US,CA,SAN DIEGO,92131,10680 TREENA STREET,SUITE 600,858-812-7300,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,1819400000.0,,,,
2962,0001104659-24-114921,1043961,"PRECIPIO, INC.",3826.0,US,NE,OMAHA,68164,12325 EMMET ST,,203 787 7888,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,31120000.0,,,,
3017,0001115055-24-000174,1115055,PINNACLE FINANCIAL PARTNERS INC,6021.0,US,TN,NASHVILLE,37201,150 THIRD AVENUE SOUTH,SUITE 900,6157443700,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3031,0001140361-24-045484,1840502,TABOOLA.COM LTD.,7370.0,US,NY,NEW YORK,10010,"16 MADISON SQUARE WEST, 7TH FL.",,(212) 206-7663,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,3029094000.0,,,,
3065,0001185185-24-001083,1138476,PACIFIC HEALTH CARE ORGANIZATION INC,8090.0,US,CA,IRVINE,92612,19800 MACARTHUR BOULEVARD,SUITES 306 & 307,(949) 721-8272,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3072,0001193125-24-252578,36104,US BANCORP DE,6021.0,US,MN,MINNEAPOLIS,55402-7020,U.S. BANCORP,800 NICOLLET MALL,651-466-3000,1-LAF,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3073,0001193125-24-252588,1599617,DNOW INC.,3533.0,US,TX,HOUSTON,77041,7402 NORTH ELDRIDGE PARKWAY,,281-823-4700,1-LAF,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3075,0001193125-24-252594,64472,GENCOR INDUSTRIES INC,3531.0,US,FL,ORLANDO,32810,5201 N ORANGE BLOSSOM TRAIL,,4072906000,2-ACC,0,930.0,8-K,10312024,,,11072024,0,0,,,131542000.0,,,,
3076,0001193125-24-252606,1827087,"VIGIL NEUROSCIENCE, INC.",2836.0,US,MA,WATERTOWN,02472,100 FORGE ROAD,SUITE 700,857-254-4445,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3083,0001193125-24-252707,1278752,MIDCAP FINANCIAL INVESTMENT CORP,,US,NY,NEW YORK,10019,9 W. 57TH STREET,,(212) 822-0509,1-LAF,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3091,0001193125-24-253120,1708646,GOLDMAN SACHS PHYSICAL GOLD ETF,6221.0,US,NY,NEW YORK,10286,"240 GREENWICH STREET, 8TH FLOOR",,718-315-4591,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3095,0001193125-24-253130,882835,ROPER TECHNOLOGIES INC,3823.0,US,FL,SARASOTA,34240,6496 UNIVERSITY PARKWAY,,9415562601,1-LAF,0,1231.0,8-K,10312024,,,11072024,0,0,,,73575600000.0,,,,
3098,0001193125-24-253143,1593899,"ATEA PHARMACEUTICALS, INC.",2834.0,US,MA,BOSTON,02110,225 FRANKLIN STREET,SUITE 2100,857-204-8109,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3104,0001193125-24-253163,1571329,LOGAN RIDGE FINANCE CORP.,,US,NY,NEW YORK,10022,650 MADISON AVENUE,3RD FLOOR,212-891-2880,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3110,0001193125-24-253184,2026098,GLADSTONE ALTERNATIVE INCOME FUND,,US,VA,MCLEAN,22102,1521 WESTBRANCH DRIVE,SUITE 100,703-287-5800,,0,1231.0,424B3,,,,11072024,0,0,,,,,,,
3113,0001193125-24-253279,1276520,GENWORTH FINANCIAL INC,6311.0,US,VA,GLEN ALLEN,23060,11011 WEST BROAD STREET,,804-281-6000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3115,0001193125-24-253310,1572694,"GOLDMAN SACHS BDC, INC.",,US,NY,NEW YORK,10282,200 WEST STREET,ATT: PRIVATE CREDIT GROUP,1-212-902-0328,1-LAF,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3118,0001193805-24-001318,1768224,ARCTURUS THERAPEUTICS HOLDINGS INC.,2834.0,US,CA,SAN DIEGO,92121,10628 SCIENCE CENTER DRIVE,SUITE 250,8589002660,2-ACC,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3120,0001195734-24-000166,1195734,POTBELLY CORP,5812.0,US,IL,CHICAGO,60606,111 N. CANAL,SUITE 325,3129510600,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3123,0001206264-24-000168,1206264,"TEMPUR SEALY INTERNATIONAL, INC.",2510.0,US,KY,LEXINGTON,40511,1000 TEMPUR WAY,,800-878-8889,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,44973600000.0,,,,
3124,0001213900-24-095076,1259429,OXFORD SQUARE CAPITAL CORP.,,US,CT,GREENWICH,06830,8 SOUND SHORE DR,SUITE 255,2039835275,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3134,0001213900-24-095175,1788028,"JASPER THERAPEUTICS, INC.",2836.0,US,CA,REDWOOD CITY,94065,2200 BRIDGE PKWY SUITE #102,,6505491400,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
